순서,기업명(한국어),기업명(일본어),국가,업종,장르,MA접근,딜형태,분류,시총_억엔,매출_억엔,이익률(%),직원수,대표이사,자체IP,주요타이틀,기업특징,장점,단점리스크,주주구조,MA판단근거,소스,수정메모
182.0,UNSEEN Inc.,UNSEEN株式会社,일본,개발/운영,비서브,N,,accel,,,,27.0,中村育美,Y,KEMURI (개발 중),"2022년 3월 탄고 게임웍스·베데스다 출신 中村育美가 설립한 도쿄 쓰키시마 소재의 게임 스튜디오로, 아시아 도시를 배경으로 한 요괴 액션 게임 \",오카미·베요네타·고스트와이어: 도쿄 등 세계적으로 유명한 타이틀에 참여한 크리에이터가 이끄는 스튜디오로 글로벌 관심도가 높다.,"첫 번째 게임이 아직 발매되지 않아 매출이 없으며, 자본금 등 재무 정보가 공개되지 않아 사업 리스크가 높다.",,엑셀레이션 파트너 후보 스튜디오. PC/Console 플랫폼 개발 역량,short,설립: 2022년
183.0,Rabbit & Bear Studios Inc.,Rabbit&BearStudios 株式会社,일본,개발/운영,비서브,N,,accel,,,,18.0,河野純子,Y,"Eiyuden Chronicle: Hundred Heroes, Eiyuden Chronicle: Rising","2020년 설립된 도쿄 소재의 JRPG 개발사로, 전 코나미 스이코덴 시리즈 핵심 개발자들이 모여 킥스타터 2020년 게임 분야 1위 달성 후 \","스이코덴의 정신적 후계 타이틀로 킥스타터에서 전 세계 팬들의 폭발적 지지를 받았으며, 강력한 해외 팬덤을 보유한다.","창업자 무라야마 요시타카의 타계로 핵심 창작 역량 손실이 우려되며, 소규모 인원으로 후속 프로젝트의 불확실성이 크다.",,엑셀레이션 파트너 후보 스튜디오. PC/Console 플랫폼 개발 역량,short,설립: 2020년
184.0,HEXADRIVE Inc.,株式会社ヘキサドライブ,일본,개발/운영,비서브,N,,accel,,,,136.0,松下正和,Y,"Final Fantasy XV (공동개발), Zelda: The Wind Waker HD, NieR:Automata (지원)",2007년 카프콤 출신 마츠시타 마사카즈가 오사카에서 창업한 수탁 개발 전문 스튜디오. 프로그래머 중심의 조직 문화(\,프로그래밍 기반의 높은 기술 완성도와 대형 퍼블리셔와의 장기적 협력 관계가 강점. 다양한 플랫폼에 걸친 개발 경험이 풍부하다.,매출 비공개로 수익성 파악 어려움. 수탁 의존 구조로 자사 IP 부재 시 매출 변동 리스크 존재.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2007년
185.0,CLOVERS Inc.,クローバーズ株式会社,일본,개발/운영,비서브,N,,accel,,,,64.0,小山兼人,Y,오카미 완전 신작 (개발 중),"2023년 10월 설립된 신생 스튜디오로, 전 플래티넘게임즈·클로버 스튜디오의 카미야 히데키가 스튜디오 헤드를 맡고 있다. 클로버 스튜디오·플래티넘게임즈 출신 정예 크리에이터들이 모인 조직이며, 캡콤 의뢰로 오카미 완전 신작을 개발 중이다. 오사카·도쿄 이원 체제로 운영된다.",카미야 히데키를 필두로 한 세계적 명성의 개발진이 최대 강점. 오카미 IP를 통한 글로벌 팬층과 캡콤이라는 든든한 파트너십 보유.,2023년 창업 이후 출시 타이틀 미보유 상태로 실적 불확실성 높음. 소규모 스타트업으로 재무 리스크 존재.,,엑셀레이션 파트너 후보 스튜디오. PC/Console 플랫폼 개발 역량,short,설립: 2023년
186.0,"AGNI-FLARE CO., LTD",株式会社アグニ・フレア,일본,개발/운영,비서브,N,,accel,,,,23.0,稲葉剛士,Y,"Splatoon 3 (지원), Mario & Luigi: Brothership (지원)",2010년 요코하마에서 설립된 CG·이펙트 전문 스튜디오. 실시간 이펙트 및 3D 모델·애니메이션을 주력으로 닌텐도·스퀘어에닉스·캡콤의 대형 타이틀을 다수 지원한다. 스플라툰 3 및 마리오&루이지 브라더십 등에서 외주 파트너로 참여했다.,실시간 이펙트 특화 기술력으로 닌텐도 등 최상급 퍼블리셔의 신뢰를 확보. 적은 인원 대비 작업 범위가 넓어 비용 효율성이 높다.,자본금 200만 엔의 소규모 회사로 재무 취약성이 있음. 20명대 소수 인력으로 대형 프로젝트 확장에 한계.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2010년
187.0,BAEL inc.,株式会社BAEL,일본,개발/운영,서브,N,,accel,,,,100.0,田村友一,Y,Blue Lock: Blaze Battle (모바일),"2018년 설립된 도쿄 신주쿠 소재 게임 개발사로, 스마트폰 게임 및 XR 콘텐츠 개발을 주력으로 한다. 블루락 BLAZE BATTLE 모바일 게임 개발로 주목받았으며 게임·엔터테인먼트 분야 전반에 걸친 소프트웨어 개발 역량을 보유하고 있다.",XR 기술과 스마트폰 게임 개발의 복합 역량 보유. 인기 IP 라이선스 게임 수주 실적이 강점.,자본금 105만 엔으로 재무적 기반이 매우 취약. 매출 비공개로 수익성 검증 어려움.,,엑셀레이션 파트너 후보 스튜디오. Mobile 플랫폼 개발 역량,short,설립: 2018년
188.0,BeXide Inc.,株式会社 ビサイド,일본,개발/운영,서브,N,,accel,,5.0,,54.0,南治一徳,Y,"Doko Demo Issyo, Super Bullet Break","1999년 설립된 도쿄 다치카와 소재 개발사로, 소니 \",자사 IP(\,소규모 자사 IP의 시장 인지도가 낮아 대형 타이틀 경쟁에서 불리. 소니 의존도가 높아 플랫폼 전략 변화 시 영향 받을 수 있음.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 1999년
189.0,Beyond interactive Inc.,ビヨンド・インタラクティブ株式会社,일본,개발/운영,비서브,N,,accel,,,,16.0,赤司仁,Y,"Samurai Jack: Battle Through Time, Valkyrie Elysium (지원)","1989년 설립된 요코하마 소재의 역사 깊은 게임 개발사. 콘솔 게임·스마트폰·VR 디바이스 개발 및 해외 타이틀 로컬라이즈를 사업으로 한다. 사무라이잭: 배틀 스루 타임, 발키리 엘리시엄 지원 등의 실적을 보유하고 있다.",35년 이상의 업력과 멀티플랫폼 개발·로컬라이즈 통합 서비스 제공 능력이 강점.,16명의 소규모 인력으로 대규모 프로젝트 수행에 한계. 매출 비공개로 재무 투명성 낮음.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 1989년
190.0,Byking Inc.,株式会社バイキング,일본,개발/운영,비서브,N,,accel,,0.39,,143.0,尾畑心一朗,Y,My Hero One\,"2008년 설립된 도쿄 소재 액션 게임 전문 개발사. 반다이남코와의 협력 하에 히로아카 원즈저스티스 1·2, 주술회전 커스드클래시 등 인기 IP 타이틀을 다수 개발했다. 2025년 매출 약 39억 엔을 기록하는 중견 수탁 스튜디오다.",반다이남코와의 긴밀한 파트너십을 통한 대형 IP 게임 수주 역량이 핵심 강점. 액션 게임 장르 전문성이 높다.,반다이남코 의존도가 높아 발주사 전략 변화 시 매출 리스크. 자사 IP 부재로 수익 다각화 제한적.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2008년
191.0,"C4on, Inc.",株式会社シフォン,일본,개발/운영,서브,N,,accel,,0.28,,25.0,長谷川友也,Y,MMO 개발·운영 복수 타이틀 (KADOKAWA·산리오·SE 수탁),2011년 설립된 도쿄 소재 MMO·온라인 게임 개발·운영 전문사. KADOKAWA·산리오·스퀘어에닉스 등 다양한 퍼블리셔를 거래처로 두며 게임 운영 인프라 구축 서비스도 제공한다. 2023년 매출 약 2억 8천만 엔을 기록했다.,온라인 게임 운영·개발 전문성과 다양한 장르 퍼블리셔와의 거래 관계가 강점.,25명 소규모로 프로젝트 다각화에 한계. 자본금 비공개로 재무 구조 파악이 어려움.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Mobile 플랫폼 개발 역량,short,설립: 2011년
192.0,"CA PRODUCTION Co.,Ltd.",有限会社シーエイプロダクション,일본,개발/운영,비서브,N,,accel,,0.47,,49.0,辻川治,Y,"Mario Party 시리즈, Wii Party",1993년 나가사키현 오무라시에 설립된 코어 게임 개발사. 닌텐도·허드슨의 마리오 파티 시리즈 및 Wii 파티 개발에 참여했다. 지방 소재임에도 닌텐도와 장기 협력 관계를 유지하는 안정적인 수탁 스튜디오다.,닌텐도 파티 게임 시리즈의 핵심 개발 파트너로 장기 실적을 보유. 지방 소재로 인건비 경쟁력이 있다.,허드슨 해산 이후 거래처 다각화가 과제. 닌텐도 의존 구조로 발주 감소 시 영향 직접적.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 1993년
193.0,"Canmu Co.,Ltd.",株式会社カンム,일본,개발/운영,비서브,N,,accel,,,,5.0,片山誓,N,Star Ocean 5 (지원),2013년 설립된 초소형 게임·시스템 개발 스튜디오. 스타오션 5 지원 등 스퀘어에닉스·코나미와의 수탁 실적을 보유한다. 베테랑 개발자들이 소수 정예로 운영하는 부티크형 스튜디오다.,경험 풍부한 베테랑 개발진의 고품질 소규모 수탁 서비스. 비용 효율적 운영이 가능한 구조.,5인의 극소규모 체제로 대형 프로젝트 대응 불가. 매출 비공개이며 인력 이탈 시 사업 지속성 우려.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2013년
194.0,Cosmo Machia Inc.,株式会社コスモマキアー,일본,개발/운영,비서브,N,,accel,,,,33.0,森一申,Y,"TriggerHeart Exelica, Fantavision 202X",2010년 설립된 도쿄 분쿄구 소재 개발사. 오리지널 슈팅 게임 트리거하트 엑셀리카와 PS5 판타비전 202X를 개발했으며 반다이남코·스퀘어에닉스 등의 수탁도 수행한다. 가정용·스마트폰·PC 게임 전 분야에 걸쳐 사업을 전개한다.,자사 IP와 수탁 개발의 병행 운영. 슈팅·아케이드 장르 특화 기술력이 강점.,자본금 600만 엔의 소규모 재무 기반. 틈새 장르 집중으로 시장 확장에 한계.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2010년
195.0,ENGINES Inc.,株式会社エンジンズ,일본,개발/운영,비서브,N,,accel,,,,30.0,楠本征則,Y,Shadow Labyrinth (Pac-Man 다크 액션),2005년 오사카 설립 개발사. 2025년 출시 예정의 팩맨 다크 액션 어드벤처 Shadow Labyrinth를 개발하며 업계 주목을 받고 있다. 게임 외에 식육 등 사회 공헌 프로젝트도 병행하는 독특한 중소 스튜디오다.,팩맨 IP를 활용한 신선한 다크 액션 장르 도전으로 해외 시장 관심 집중. 오사카 기반의 비용 효율적 운영.,자본금 300만 엔으로 재무 기반이 취약. Shadow Labyrinth 이전 대표작 인지도가 낮아 브랜드 리스크 존재.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2005년
196.0,"GANBARION CO., Ltd.",株式会社ガンバリオン,일본,개발/운영,비서브,N,,accel,,,,111.0,山倉千賀子,Y,"One Piece: World Seeker, Dragon Ball Fusions","1999년 후쿠오카에서 설립된 중견 개발사. 원피스 그랜드배틀·월드시커, 드래곤볼 퓨전즈 등 반다이남코와의 협력으로 다수의 인기 IP 게임을 개발했다. 여성 대표가 이끄는 안정적 수탁 스튜디오로 알려져 있다.",반다이남코 IP 게임 전문 개발 노하우와 지방(후쿠오카) 거점을 통한 비용 경쟁력이 강점.,매출 비공개이며 반다이남코 의존도가 높아 거래 구조 변화 시 리스크. 자사 IP 미보유.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 1999년
197.0,"Gemdrops, Inc.",ジェムドロップ株式会社,일본,개발/운영,비서브,N,,accel,,,,88.0,北尾雄一郎,Y,"Crystar, Star Ocean: First Departure R, Kizuna AI Touch the Beat!",2013년 설립된 도쿄 조후 소재 개발사. 오리지널 타이틀 크리스타 및 스타오션 리마스터 등 스퀘어에닉스와의 협력 실적이 풍부하다. VR 게임 개발에도 역량을 확장 중이다.,스퀘어에닉스와의 장기 파트너십과 VR 등 신규 기술 영역 진출로 성장 잠재력 보유.,자본금 500만 엔의 소규모 재무 기반. 매출 비공개로 수익성 파악 어려움.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 2013년
198.0,GLAMBOX,株式会社グラムボックス,일본,개발/운영,비서브,N,,accel,,,,29.0,上原一暢,Y,Romancing SaGa Re;univerSe (모바일),2012년 설립된 도쿄 신주쿠 소재 소형 개발사. 스퀘어에닉스의 로망 사가 모바일 타이틀 개발에 참여하며 실적을 쌓아왔다. 게임 기획·설계·프로젝트 매니지먼트에 특화된 부티크형 스튜디오다.,스퀘어에닉스 IP 게임 개발 실적 보유. 기획·관리 능력 특화로 다양한 수탁 프로젝트 대응 가능.,자본금 350만 엔의 취약한 재무 구조. 매출 비공개이며 소규모로 성장 한계 존재.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. Mobile 플랫폼 개발 역량,short,설립: 2012년
199.0,"HYDE,Inc.",株式会社ハイド,일본,개발/운영,비서브,N,,accel,,0.13,,150.0,柳原健一,Y,Everybody\,2002년 설립된 도쿄 신주쿠 소재 중견 개발사. 에브리바디스 골프 HD·디지몬 월드 넥스트 오더 등 반다이남코·스퀘어에닉스·디즈니와의 수탁 실적이 풍부하다. 자회사 스마일악스·프랙탈스튜디오 등을 보유한 소규모 그룹이다.,150명 규모의 안정적 인력 구조와 멀티 퍼블리셔 수탁 포트폴리오. 그룹 내 복수 자회사로 사업 다각화 실현.,2024년 매출 13억 엔으로 규모 대비 수익성 낮음. 자사 히트 IP 부재로 브랜드 파워 취약.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2002년
200.0,"Indie-us Games Co., Ltd.",株式会社Indie-us Games,일본,개발/운영,비서브,N,,accel,,,,16.0,中村匡彦,Y,UNDEFEATED,2017년 오사카 설립. 언리얼 엔진 전문 개발사로 게임·영상·XR·메타버스·건축·자동차 등 다양한 산업의 3D 콘텐츠 제작에 종사한다. 자사 게임 UNDEFEATED가 전 세계 누계 300만 다운로드를 돌파하며 글로벌 인지도를 얻었다.,언리얼 엔진 특화 기술로 게임 이외 산업 수주도 가능한 다각 사업 구조. UNDEFEATED 글로벌 히트로 자사 IP 브랜드 확보.,자본금 50만 엔으로 재무 기반이 극히 취약. 소규모 체제로 복수 프로젝트 동시 수행에 한계.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 2017년
201.0,"logicalbeat Co., Ltd.",株式会社ロジカルビート,일본,개발/운영,비서브,N,,accel,,0.02,,32.0,堂前嘉樹,Y,Baten Kaitos I & II HD Remaster,2016년 요코하마 신요코하마 설립. 반다이남코의 바텐 가이토스 1&2 HD 리마스터 개발로 알려졌으며 기술력과 아이디어 융합을 표방한다. 2024년 매출 약 2.2억 엔의 소형 스튜디오다.,반다이남코 리마스터 프로젝트 수주 실적과 높은 기술 구현력이 강점. 자본금 2000만 엔으로 소규모 대비 비교적 안정적 재무.,매출 2억대의 소규모 수익 구조로 대형 프로젝트 독자 수주에 한계. 업력이 비교적 짧아 실적 다양성 부족.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 2016년
202.0,Matrix Corporation,株式会社マトリックス,일본,개발/운영,비서브,N,,accel,,,,119.0,大堀康祐,Y,"Alundra, Omega Labyrinth Life","1994년 설립된 도쿄 신주쿠 소재 중견 개발사. 알룬드라, 오메가 래버린스 시리즈 등 자사 타이틀 외에 스퀘어에닉스·레벨5 등의 수탁도 수행한다. 가정용 게임·아뮤즈먼트(파친코)·스마트폰 게임 등 멀티 분야에 걸쳐 사업을 전개한다.",30년 이상의 업력과 다양한 장르·플랫폼 개발 경험. 파친코 등 아뮤즈먼트 분야 병행으로 수익 다각화.,매출 비공개로 재무 투명성 낮음. 파친코 등 규제 민감 분야 의존 시 사업 리스크 존재.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 1994년
203.0,Media.Vision Inc.,メディア・ビジョン株式会社,일본,개발/운영,비서브,N,,accel,,,,147.0,福島孝,Y,"Wild Arms series, Valkyria Chronicles IV",1993년 설립된 도쿄 고토구 소재 중견 개발사. 와일드암즈 시리즈·발키리아 크로니클 IV 등 자사 IP와 소니·세가·반다이남코 수탁 양쪽에서 실적을 쌓아왔다. CG 제작 사업도 병행하는 복합 스튜디오다.,와일드암즈 등 자체 IP 보유와 대형 퍼블리셔 수탁 실적의 균형 잡힌 포트폴리오. 30년 이상의 안정적 업력.,매출 비공개이며 자사 신규 IP 창출이 장기적 과제. 147명 규모 대비 공개 실적이 적어 성장성 파악 어려움.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 1993년
204.0,One or Eight INC.,株式会社ワンオアエイト,일본,개발/운영,비서브,N,,accel,,,,74.0,小村一生,Y,LOST EPIC,2012년 설립된 도쿄 소재 개발사. 자사 2D 탐색 액션 로스트에픽과 버추얼 유튜버 사무소 운영 등 게임·엔터테인먼트 복합 사업을 전개한다.,자사 IP 로스트에픽의 PS5/Switch 패키지 출시까지 이어진 장기 개발 능력. VTuber 사업과의 시너지로 수익 다각화 추진 중.,매출 비공개이며 VTuber 사업은 경쟁이 치열한 레드오션. 게임과 엔터테인먼트 양쪽 모두 대형 경쟁사 대비 규모 열위.,,엑셀레이션 파트너 후보 스튜디오. PC/Console 플랫폼 개발 역량,short,설립: 2012년
205.0,"Rocket Studio, Inc.",株式会社ロケットスタジオ,일본,개발/운영,비서브,N,,accel,,,,84.0,竹部隆司,Y,Dragon Quest Monsters: Battle Road,1999년 홋카이도 삿포로 설립 개발사. 드래곤퀘스트 몬스터즈 배틀로드 개발을 비롯해 스퀘어에닉스·코나미와의 수탁 실적을 보유한다. 지방 거점(삿포로)의 비용 경쟁력을 갖춘 중형 스튜디오다.,자본금 3000만 엔으로 동규모 경쟁사 대비 재무 안정성 우위. 삿포로 거점으로 인건비 경쟁력 확보.,매출 비공개이며 홋카이도 소재로 인재 채용에 불리할 수 있음. 대형 도쿄 스튜디오 대비 지리적 접근성 제한.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 1999년
206.0,StirSystem Inc.,株式会社ステアシステム,일본,개발/운영,비서브,N,,accel,,,,21.0,高橋伸夫,Y,"Resident Evil 4 Remake (지원), Granblue Fantasy: Relink (지원)",2015년 오사카 설립. 바이오하자드4 리메이크 및 그란블루 판타지 리링크 등 캡콤·사이게임스의 대형 타이틀 지원 개발에 참여했다. 소수 정예로 AAA급 프로젝트에 기여하는 전문 수탁 스튜디오다.,캡콤 등 업계 최상급 개발사와의 협력 실적이 기술력을 증명. 소규모이지만 고난도 프로젝트 수행 능력 보유.,자본금 300만 엔의 취약한 재무 기반. 21명의 소규모로 동시 프로젝트 수행 능력이 제한적.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2015년
207.0,THREE RINGS Inc.,株式会社スリーリングス,일본,개발/운영,비서브,N,,accel,,,,76.0,三輪賀一,Y,Story of Seasons: Pioneers of Olive Town,2010년 요코하마 설립. 마벨러스·FuRyu를 주요 거래처로 스토리 오브 시즌스: 오리브 타운의 개척자 등 농장 시뮬레이션 장르에서 실적을 쌓았다. 파견·유료 직업 소개 사업도 병행하며 수익 다각화를 추진한다.,자본금 2200만 엔으로 비교적 안정적 재무 기반. 농장 시뮬레이션·SLG 장르 전문 노하우와 복수 퍼블리셔 협력 관계.,매출 비공개로 수익성 파악 어려움. 장르 집중으로 유행 변화 시 수주 리스크 존재.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 2010년
208.0,Tookyo Games,トゥーキョーゲームス株式会社,일본,개발/운영,비서브,N,,accel,,,,7.0,小高和剛,Y,"Master Detective Archives: Rain Code, Death Come True, Akudama Drive","2018년 설립된 소규모 크리에이터 집단. 단간론파 시리즈의 고다카 카즈타카, 999 시리즈의 우치코시 코타로 등 세계적 명성의 시나리오 작가·디렉터 7인이 창업했다. 마스터 탐정 아카이브: 레인코드, 데스 컴 트루 등 내러티브 어드벤처 장르의 독창적 타이틀을 보유한다.",세계적으로 인정받는 나레이티브 어드벤처 크리에이터들의 집결이 최대 강점. 글로벌 팬 커뮤니티와 높은 브랜드 인지도 보유.,자본금·매출 모두 비공개이며 7명의 극소규모로 생산성에 한계. 크리에이터 의존도가 높아 핵심 인력 이탈 시 사업 위협.,,엑셀레이션 파트너 후보 스튜디오. PC/Console 플랫폼 개발 역량,short,설립: 2017년
209.0,Toylogic inc.,株式会社トイロジック,일본,개발/운영,비서브,N,,accel,,,,150.0,岳洋一,Y,"NieR Replicant ver.1.22, FOAMSTARS, Warlander",2006년 설립된 도쿄 소재 중견 개발사. 니어 레플리칸트 ver.1.22 리메이크·FOAMSTARS 등 스퀘어에닉스를 비롯해 코나미·유비소프트와의 수탁 실적을 보유한다. \,니어 시리즈 등 글로벌 타이틀 개발 실적으로 국제적 브랜드 파워 보유. 멀티 퍼블리셔 수주 역량이 안정적.,매출 비공개이며 수탁 의존 구조로 자사 IP 창출이 장기 과제.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 2006년
210.0,TRI-CRESCENDO Inc.,株式会社トライクレッシェンド,일본,개발/운영,비서브,N,,accel,,,,29.0,初芝弘也,Y,"Baten Kaitos series, Tales series (지원), Super Smash Bros. (지원)","1999년 도쿄 고토구 설립. 반다이남코 및 닌텐도/소라와의 협력으로 바텐 가이토스 시리즈, 테일즈 시리즈 지원, 대난투 스매시브라더스 지원 등 실적을 쌓았다. 트라이에이스와 오랜 협력 관계를 유지하는 RPG/액션 특화 스튜디오다.",닌텐도·반다이남코 양대 퍼블리셔와의 신뢰 관계가 강점. RPG 음악·사운드 및 게임플레이 지원 특화 기술 보유.,매출 비공개이며 29명 수준의 소규모. 트라이에이스 의존도가 높아 협력사 상황에 따른 영향 가능성.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 1999년
211.0,TSUKISHIMA FACTORY,株式会社月島ファクトリー,일본,개발/운영,비서브,N,,accel,,,,23.0,日野昭宏,Y,Loop (모바일),2006년 아오모리현 설립의 소형 게임·앱 개발사. 보드게임·카드게임 등 아날로그 게임과 스마트폰 앱 Loop 개발을 병행한다. 2025년 3월 IT 기업 리크스테이션에 인수되어 그룹 편입됐다.,아날로그·디지털 게임 병행 개발이라는 독특한 포지셔닝. 리크스테이션 그룹 편입으로 경영 안정성 향상.,23명 소규모이며 지방(아오모리) 소재로 인재 확보 어려움. 최근 모회사 변경으로 사업 방향성 불확실성 존재.,株式会社リンクステーション (2025년 3월 인수),엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2006년
212.0,VANILLAWARE,ヴァニラウェア有限会社,일본,개발/운영,비서브,N,,accel,,,,39.0,神谷盛治,Y,"Odin Sphere Leifthrasir, Dragon\",2002년 오사카 설립. 오딘 스피어·드래곤즈 크라운·13기병 방위권 등 세계적으로 호평받는 자사 IP 타이틀을 아틀러스와 협력하여 발매해왔다. \,독창적인 2D 아트워크와 높은 게임 완성도로 세계적 팬덤 보유. 아틀러스와의 장기 협력으로 안정적 퍼블리싱 환경 확보.,자본금 300만 엔의 취약한 재무 기반이며 매출 비공개. 소규모 특성상 타이틀 출시 주기가 매우 길어 수익성 우려.,アトラス (퍼블리셔 파트너),엑셀레이션 파트너 후보 스튜디오. All 플랫폼 개발 역량,short,설립: 2002년
213.0,DDDistortion,株式会社DDDistortion,일본,개발/운영,비서브,N,,accel,,,,,Nolan Joseph,Y,NIGHTMARE OPERATOR,"2024년 설립된 도쿄 기반의 인디 게임 개발 스튜디오로, 공포 액션 TPS 《NIGHTMARE OPERATOR》를 개발 중이다. 2036년 폐허가 된 도쿄를 배경으로 요괴를 사냥하는 서바이벌 호러와 격투게임 메카닉을 결합한 독창적인 장르 혼합 게임을 지향한다.","격투게임 메카닉과 호러 TPS를 융합한 독특한 장르 실험, 일본 도시 전설·요괴 테마의 차별화된 세계관으로 글로벌 관심을 확보했다.","2024년 설립된 신생 스튜디오로 재무 정보 전무, 대표작 미출시 상태이며 팀 규모와 자금력 불확실성이 높다.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2024년
214.0,KTMG,KTMG合同会社,일본,개발/운영,비서브,N,,accel,,,,,福岡賢二,Y,초증세도시,"2006년 고베 전자전문학교 내 설립된 TLO(기술이전기관) 성격의 합동회사로, KIC Games 브랜드로 인디 게임을 기획·개발·판매·퍼블리싱한다. 고베를 기반으로 학생 게임 개발자 육성과 인디 게임 전시회 \","교육기관 연계 인디 게임 생태계 구축, 고베 지역 게임 커뮤니티 허브 역할 수행으로 안정적인 신인 발굴 구조를 보유한다.","학교 부설 구조로 상업적 규모 성장에 한계가 있으며, 합동회사 형태로 재무 정보가 공개되지 않는다.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2006년
215.0,AL Frog Interactive,株式会社AI Frog Interactive,일본,개발/운영,비서브,N,,accel,,,,4.0,新清士,Y,Exelio,"2023년 1월 설립된 AI 특화 인디 게임 개발 스튜디오로, 생성형 AI를 적극 활용해 소수 정예 팀으로 고품질 게임 개발을 목표로 한다. 대표작 《Exelio》는 크래프트 서바이벌 게임으로 2026년 3월 Steam 얼리 액세스를 시작했다. East Ventures, Breakpoint 등으로부터 포스트시드 라운드 자금 조달 완료.","생성형 AI 활용 개발 비용 절감으로 소규모 팀의 경쟁력 확보, 게임 저널리스트 출신 대표의 업계 네트워크와 미디어 노출도가 강점이다.","4명 규모의 초소형 스튜디오로 복수 프로젝트 병행 능력 부재, AI 저작권 논란 등 규제 리스크가 잠재한다.","East Ventures, monoAI technology 출자",엑셀레이션 파트너 후보 스튜디오,short,설립: 2023년
216.0,Woof,woof株式会社,일본,개발/운영,비서브,N,,accel,,,,,ページ 健 (Ken Page),Y,"The Blackout, しんりゃく！スシキャットレイヤー２","2020년 3월 설립된 도쿄 기반 인디 게임 개발사로, 블록체인 게임 개발과 게임·IT 분야 크리에이터 매칭 서비스 \","블록체인 게임과 VTuber 에이전시를 결합한 멀티 플랫폼 전략, 외국인 대표의 글로벌 감각으로 해외 시장 접근성이 높다.","종업원 10명 미만의 소규모 운영, 블록체인 게임 시장 침체에 따른 핵심 사업 불안정성이 리스크이다.",,엑셀레이션 파트너 후보 스튜디오,short,설립: 2020년
